Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type,Rep,CSR,Qty of Items, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Freight Comment
495429,43867,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,213.75,0,DELIVERY,Delivery,1PW,New York,NY,
495430,43867,SCHEMAN & GRANT,SCHEMA,HARD,HARDWARE STORE,NYCS,Edwin Ma,6,1383.2,0,DELIVERY,Delivery,1PW,NEW YORK,NY,
495431,43867,FLUSHING BUILDING SUPPLY,FLUSHBS,HARD,HARDWARE STORE,AYIN,Edwin Ma,2,197,0,DELIVERY,Delivery,1PW,Flushing,NY,
495432,43867,QUEENS ELECTRICAL SUPPLY CO.,QUEENS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,4,1208.5,0,DELIVERY,Delivery,1PW,Long Island City,NY,
495434,43867,LOEB ELECTRIC,LOEBCOL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,220,16.7,FEDEXG,FedEx Ground,1PW,Pensacola,FL,
495435,43867,MODERN SPACE PACIFIC SERVICES,MODEVIC,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FALV,Dee Erdei,3,0,0,FEDEXG,FedEx Ground,1PW,Ontario,CA,DO NOT CHARGE FREIGHT
495436,43867,VGK LIGHTING,VGKLTG,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,95.7,22.65,FEDEXG,FedEx Ground,1PW,Middletown,DE,
495437,43867,EMSCO ELECTRIC SUPPLY,EMSCOKL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,7,2933.5,0,UPSN,UPS Next Day Air,1PW,Oklahoma City,OK,USE UPS# RV3671
495438,43867,GILBERT DISPLAYS,GILBER,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HLIT,Dee Erdei,2,321.06,0,PICKUP,Pick Up,1PW,MELVILLE,NY,
495439,43867,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,7,1964.02,95.73,UPSSC,UPS Standard To Canada,1PW,MISSISSAUGA,ON,
495440,43867,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,2,614.4,16.15,FEDEXG,FedEx Ground,1PW,Fort Worth,TX,
495441,43867,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,1,132,9.51,FEDEXG,FedEx Ground,1PW,Waterbury,CT,
495442,43867,KENDALL ELECTRIC - LANSING,KENDLAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MLSW,Verenis Cervantes,4,280,12.87,FEDEXG,FedEx Ground,1PW,Portage,MI,
495443,43867,SPARKS CUSTOM RETAIL LLC,SHOWTI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,1,305.68,10.56,FEDEXG,FedEx Ground,1PW,Philadelphia,PA,
495444,43867,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,3,351.94,0,UPSG,UPS Ground,1PW,Brooklyn,NY,USE UPS# 535W4E
495445,43867,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,13.95,20.3,FEDEXG,FedEx Ground,1PW,Rancho Mirage,CA,
495446,43867,"VIRA INSIGHT, LLC.",VIRA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,12.8,9.51,FEDEXG,FedEx Ground,1PW,Piscataway,NJ,
495447,43867,HUNT ELECTRIC SUPPLY - RALEIGH,HUNTRAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,QUAL,Gabriel O'Reilly,3,537,24.71,FEDEXG,FedEx Ground,1PW,Timberlake,NC,
495448,43867,MEDIA 6 IMG INC,INTEMIS,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,5,863.48,0,FEDEXG,FedEx Ground,1PW,MISSISSAUGA,ON,FED EX # 2518-6702-0
495450,43867,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,1,65.8,13.18,FEDEXG,FedEx Ground,1PW,Twinsburg,OH,
495452,43867,WARSHAUER - TINTON FALLS,WARSTIN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,6,2439.85,14.63,FEDEXG,FedEx Ground,1PW,TINTON FALLS,NJ,
495453,43867,"VIRA INSIGHT, LLC.",VIRA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,900,13.48,FEDEXG,FedEx Ground,1PW,Piscataway,NJ,
495454,43867,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,12.51,0,FEDEXG,FedEx Ground,1PW,New York,NY,USE FED/X 124454549
495455,43867,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,10.69,0,FEDEXH,FedEx Home Delivery,1PW,Minneapolis,MN,SHIP WITH FEDEX ACCT # 658318918
495456,43867,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,HSNY,Dee Erdei,4,543.36,0,UPSG,UPS Ground,1PW,Portland,CT,
495458,43867,GREENVALE ELECTRIC SUPPLY,GREEGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,215.84,0,PICKUP,Pick Up,1PW,Greenvale,NY,
495459,43867,ADAM YING,ADAMY,REP,CURRENT REP,REP,Edwin Ma,4,0,0,PICKUP,Pick Up,1PW,Port Washington,NY,
495460,43867,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,2,321,28.06,FEDEXG,FedEx Ground,1PW,Littleton,CO,
495461,43867,"DISPLAY WRIGHT, LLC",DISPOXF,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,13,8276,29.38,FEDEXG,FedEx Ground,1PW,Middlebury,CT,
495462,43867,GREENVALE ELECTRIC SUPPLY,GREEGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,7,1610.67,0,PICKUP,Pick Up,1PW,Greenvale,NY,
495463,43867,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,1,336,98.96,FEDEXIE,FedEx International Economy,1PW,San Juan,PR,
495464,43867,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,2,53.9,0,UPSSC,UPS Standard To Canada,1PW,LONGUEUIL,QC,USE UPS ACCT# R-40674
495465,43867,JESCO TRADE SHOWS,JESCOTS,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,6,0,0,FEDEXG,FedEx Ground,1PW,City of Industry,CA,DO NOT CHARGE FREIGHT
495466,43867,GEXPRO - DENVER,GEXPDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,1,0,0,FEDEXG,FedEx Ground,1PW,Denver,CO,
495467,43867,GRAYBAR - JACKSONVILLE,GRAY2JA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ARDD,Verenis Cervantes,8,2695.5,123.72,FEDEXG,FedEx Ground,1PW,Jacksonville,FL,
495468,43867,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,HSNY,Dee Erdei,1,14.4,0,UPSG,UPS Ground,2LA,Portland,CT,
495469,43867,CED - RICHLAND,CEDRICH,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BLAN,Veronica Garcia,1,43,0,UPSG,UPS Ground,2LA,Richland,WA,USE UPS ACCT#942055
495470,43867,FABIAN ALVAREZ,FALV,REP,CURRENT REP,REP,Dee Erdei,3,0,0,PICKUP,Pick Up,1PW,City of Industry,CA,
495471,43867,NYCS,NYCS,REP,CURRENT REP,REP,Edwin Ma,6,0,0,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,DO NOT CHARGE FREIGHT
495472,43867,TURTLE & HUGHES - BRIDGEWATER,TURTBRI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,5,695.8,41.22,FEDEXG,FedEx Ground,1PW,Sayreville,NJ,
495473,43867,WOOT SERVICES,WOOTCAR,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,58.23,0,UPSG,UPS Ground,1PW,Yonkers,NY,USE UPS ACCT#   5R8R04 (zip code 75007)
495474,43867,"LUM-TECH LIGHTING, INC.",LUMTECH,MANF,MANUFACTURER,HSNY,Edwin Ma,1,0.76,12.75,FEDEXG,FedEx Ground,1PW,Gardena,CA,
495475,43867,ICON DESIGN,ICONSTL,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,4,1194.15,0,FEDEXG,FedEx Ground,1PW,Spring Hill,FL,FED EX # 4889-8990-1
495476,43867,GFC LIGHTING WHOLESALER,GFCLVAL,DEST,DESIGN STUDIO,METR,Verenis Cervantes,4,0,0,UPSG,UPS Ground,0NY,Belleville,NJ,SHIP VIA UPS ACCOUNT #R4Y071
495477,43867,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,1,0,0,FEDEXPO,FedEx Priority Overnight,1PW,North Conway,NH,DO NOT CHARGE FREIGHT
495478,43867,SPARKS CUSTOM RETAIL LLC,SHOWTI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,2,0,0,FEDEXG,FedEx Ground,1PW,Philadelphia,PA,DO NOT CHARGE FREIGHT
495479,43867,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,5,510.84,18.14,FEDEXG,FedEx Ground,1PW,San Antonio,TX,
495480,43867,SCHWINGHAMMER LIGHTING,SCHWNEW,DESI,DESIGNER/INTERIOR DECORATOR,METR,Verenis Cervantes,5,317.75,14.42,FEDEXG,FedEx Ground,1PW,New York,NY,
495481,43867,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,277.2,0,UPSG,UPS Ground,1PW,Chatsworth,CA,USE UPS# 535W4E
495482,43867,"VISION WOODWORKING, INC.",VISIFRI,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,568.5,0,FEDEXG,FedEx Ground,1PW,Minneapolis,MN,FED EX # 1809-9835-7
495483,43867,NSA LIGHTING LLC,NSALRID,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,295.76,29.26,FEDEXG,FedEx Ground,1PW,New York,NY,
495484,43867,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,2,335.4,18.96,FEDEXG,FedEx Ground,1PW,Kissimmee,FL,
495485,43867,GRANITE CITY - QUINCY,GRANQUI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,7,1513,75.85,FEDEXG,FedEx Ground,1PW,Holbrook,MA,
495489,43867,KAY ELECTRIC,KAYECON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SGRO,Verenis Cervantes,3,0,0,FEDEXG,FedEx Ground,1PW,Conshohocken,PA,DO NOT CHARGE FREIGHT
495490,43867,GRANITE CITY - QUINCY,GRANQUI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,7,989,71.79,FEDEXG,FedEx Ground,1PW,Holbrook,MA,
495491,43867,GRANITE CITY - QUINCY,GRANQUI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,108,11.12,FEDEXG,FedEx Ground,2LA,Holbrook,MA,
495492,43867,GRANITE CITY - QUINCY,GRANQUI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,54,11.12,FEDEXG,FedEx Ground,2LA,Holbrook,MA,
495494,43867,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,215.92,0,UPSG,UPS Ground,2LA,Carlstadt,NJ,USE UPS# 535W4E
495495,43867,CRAWFORD ELECT SUPPLY-MISSION,CRAWMIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,172.52,20.55,FEDEXG,FedEx Ground,2LA,Harlingen,TX,
495496,43867,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,146.91,0,UPSG,UPS Ground,2LA,Harlingen,TX,USE UPS ACCT#T3301T
495497,43867,VILLA LIGHTING SUPPLY,VILLALS,DIST,LIGHTING DISTRIBUTOR,GATE,Veronica Garcia,3,129.35,0,UPSG,UPS Ground,2LA,Jefferson City,MO,USE UPS ACCT#670455
495498,43867,"BLUE SKY WOODWORKS, INC.",BLUESKY,CABI,CABINET / WOOD MAKER,FALV,Dee Erdei,6,558.8,18.66,FEDEXG,FedEx Ground,2LA,Poulsbo,WA,
495499,43867,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,35.1,12.94,FEDEXG,FedEx Ground,2LA,Friendswood,TX,
495500,43867,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,FEDEXG,FedEx Ground,2LA,Sparrows Point,MD,USE FED/X 124454549
495501,43867,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,179.76,104.08,FEDEXG,FedEx Ground,2LA,Maspeth,NY,
495502,43867,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.31,0,FEDEXG,FedEx Ground,2LA,Beachwood,OH,USE FED/X 124454549
495503,43867,CRESCENT ELECTRIC - PORTLAND,CRESPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,1,360,15.83,FEDEXG,FedEx Ground,2LA,PORTLAND,OR,
495504,43867,VILLA LIGHTING SUPPLY,VILLALS,DIST,LIGHTING DISTRIBUTOR,GATE,Veronica Garcia,4,991,0,UPSG,UPS Ground,2LA,Austin,TX,USE UPS ACCT#670455
495505,43868,RIVERVALE LED LIGHTING CORP,RIVEFLU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,2445,0,DELIVERY,Delivery,1PW,Flushing,NY,
495506,43868,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,162,0,DELIVERY,Delivery,1PW,Maspeth,NY,
495507,43868,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,182,0,DELIVERY,Delivery,1PW,Woodside,NY,
495508,43868,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,580.5,0,DELIVERY,Delivery,1PW,Woodside,NY,
495509,43868,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,5,181.35,0,DELIVERY,Delivery,1PW,Woodside,NY,
495510,43868,LONESTAR ELECTRIC - HOUSTON,LONEHOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,6193.68,272.2,FEDEXG,FedEx Ground,1PW,Houston,TX,
495511,43868,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.64,0,UPSG,UPS Ground,1PW,Wausau,WI,USE UPS ACCT#T3301T
495512,43868,WISCONSIN BUILT,WISCONB,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,2,277.6,0,UPSG,UPS Ground,1PW,Deerfield,WI,UPS ACCT # 54789E
495513,43868,FSG LIGHTING - DALLAS,FSGLDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,522.3,18.86,FEDEXG,FedEx Ground,1PW,Irving,TX,
495514,43868,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,1,112,62.13,FEDEXIE,FedEx International Economy,1PW,Bayamon,PR,
495515,43868,LIGHTING MANAGEMENT INC,LTGMGT,DEST,DESIGN STUDIO,METR,Verenis Cervantes,5,2091.9,15.3,FEDEXG,FedEx Ground,1PW,Valley Cottage,NY,
495516,43868,LIGHTING FRONT,LFROSOA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,62.1,0,FEDEXG,FedEx Ground,1PW,Blacksburg,VA,USE FED/X 902651888
495517,43868,FSG LIGHTING - IRVING,FSGLIRV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,4,815.12,14.42,FEDEXG,FedEx Ground,1PW,Irving,TX,
495518,43868,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.31,0,FEDEXG,FedEx Ground,1PW,Currituck,NC,USE FED/X 124454549
495519,43868,CRESCENT ELECTRIC - PORTLAND,CRESPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,8,317,149.63,FEDEXG,FedEx Ground,1PW,Portland,OR,
495520,43868,ELECTRIC MOTOR SALES,ELECTCH,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FASA,Karine Adrien,2,603.6,0,UPS2,UPS 2nd Day Air,1PW,Chattanooga,TN,SHIP VIA UPS ACCT # 310492
495521,43868,SPARKS CUSTOM RETAIL LLC,SHOWTI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,3,0,0,PICKUP,Pick Up,1PW,Philadelphia,PA,DO NOT CHARGE FREIGHT
495522,43868,DANIEL DEMARCO & ASSOCIATES,AMWOOD,ARCH,ARCHITECT,HLIT,Dee Erdei,3,0,0,PICKUP,Pick Up,1PW,Amityville,NY,DO NOT CHARGE FREIGHT
495523,43868,FARMINGTON DISPLAYS INC.,FARMFAR,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,3,0,0,PICKUP,Pick Up,1PW,Farmington,CT,DO NOT CHARGE FREIGHT
495524,43868,GILBERT DISPLAYS,GILBER,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HLIT,Dee Erdei,3,0,0,PICKUP,Pick Up,1PW,MELVILLE,NY,DO NOT CHARGE FREIGHT
495525,43868,ORION RETAIL SERVICES,ORIONR,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,3,0,0,PICKUP,Pick Up,1PW,Smithfield,RI,DO NOT CHARGE FREIGHT
495526,43868,LOEB ELECTRIC,LOEBCOL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,33.15,0,FEDEXG,FedEx Ground,1PW,Columbus,OH,FEDEX ACCT # 8942-3044-4
495527,43868,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,3,0,FEDEXG,FedEx Ground,1PW,Las Vegas,NV,FEDEX Account #312721961
495528,43868,BAYNES ELECTRIC - NANTUCKET,BAYNNAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,4,3372,61.99,FEDEXG,FedEx Ground,1PW,Nantucket,MA,
495529,43868,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,9,0,FEDEXG,FedEx Ground,1PW,Currituck,NC,FEDEX Account #312721961
495530,43868,"BLUE SKY WOODWORKS, INC.",BLUESKY,CABI,CABINET / WOOD MAKER,FALV,Dee Erdei,1,644.4,19.18,FEDEXG,FedEx Ground,1PW,Poulsbo,WA,
495531,43868,KITCHEN GALLERY SHOWROOM,KITCOBE,KITB,KITCHEN AND BATH SHOWROOM (FERGUSON ETC.),CHES,Manny Estevez,6,792.53,45.37,FEDEXG,FedEx Ground,1PW,Ormond Beach,FL,
495532,43868,ARTITALIA GROUP INC,ARTGRI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,22.5,0,FEDEXG,FedEx Ground,1PW,MONTREAL,QC,FedEx account 1309-5370-0
495533,43868,RCS RETAIL INTERIORS,RCSRINT,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,7,3687,0,FEDEXG,FedEx Ground,1PW,Milwaukee,WI,FED EX # 1237-1285-4
495534,43868,JESCO TRADE SHOWS,JESCOTS,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,City of Industry,CA,DO NOT CHARGE FREIGHT
495535,43868,EBAY,EBAYSJO,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Karine Adrien,1,65.99,0,FEDEXG,FedEx Ground,1PW,Ramer,TN,DO NOT CHARGE FREIGHT
495536,43868,LOEB ELECTRIC,LOEBCOL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,4,383.85,13.56,FEDEXG,FedEx Ground,1PW,Uxbridge,MA,
495537,43868,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,1,67.5,14.84,FEDEXG,FedEx Ground,1PW,New York,NY,
495538,43868,WOLBERG ELECTRICAL - ALBANY,WOLBALB,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HOWL,Verenis Cervantes,1,196,26.61,FEDEXG,FedEx Ground,1PW,ALBANY,NY,
495539,43868,KAY ELECTRIC,KAYECON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SGRO,Verenis Cervantes,5,437.64,36.8,FEDEXG,FedEx Ground,1PW,New York,NY,
495540,43868,RCS RETAIL INTERIORS,RCSRINT,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,3,284.53,0,FEDEXG,FedEx Ground,1PW,Milwaukee,WI,FED EX # 1237-1285-4
495541,43868,CRAWFORD ELEC.SUPPLY-HOUSTON,CRAWHOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,7,1751.99,65.34,FEDEXG,FedEx Ground,1PW,Houston,TX,
495551,43868,GRAYBAR - EUGENE,GRAYEUG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,1,126.3,14.03,FEDEXG,FedEx Ground,1PW,Eugene,OR,
495552,43868,MANHATTAN ELECTRICAL SUPPLY,MANHA1,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,1,467.25,10.9,FEDEXG,FedEx Ground,1PW,Hackettstown,NJ,
495553,43868,WOOT SERVICES,WOOTCAR,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,23.19,0,UPSG,UPS Ground,1PW,Seattle,WA,USE UPS ACCT#   5R8R04 (zip code 75007)
495554,43868,DOMINION ELECTRIC - ARLINGTON,DOMINES,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,4,655.7,13.26,FEDEXG,FedEx Ground,1PW,Chantilly,VA,
495555,43868,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,1,19,15.86,FEDEXG,FedEx Ground,1PW,Indianapolis,IN,
495556,43868,YALE ELECTRIC SUPPLY,YALEES,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,2,4532,17.67,FEDEXG,FedEx Ground,1PW,Boston,MA,
495557,43868,"LUM-TECH LIGHTING, INC.",LUMTECH,MANF,MANUFACTURER,HSNY,Edwin Ma,4,357.32,50.67,FEDEXG,FedEx Ground,1PW,Allentown,PA,
495558,43868,EXPRESSIVE LTG,LAURA,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,10,1449.3,12.21,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
495559,43868,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,HSNY,Dee Erdei,1,44.8,0,FEDEXG,FedEx Ground,1PW,Warwick,RI,DO NOT CHARGE FREIGHT
495560,43868,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,120,11.73,FEDEXG,FedEx Ground,1PW,CHANTILLY,VA,
495561,43868,KRELL LIGHTING,KRELPRI,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,PBLD,Edwin Ma,4,1436.8,41.4,FEDEXG,FedEx Ground,1PW,Park Ridge,NJ,
495562,43868,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,7.99,0,UPSG,UPS Ground,2LA,Carpinteria,CA,UPS ACCT#T3301T
495563,43868,DOMINION ELECTRIC - ARLINGTON,DOMINES,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,107.8,40.18,FEDEXG,FedEx Ground,2LA,Chantilly,VA,
