Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type Description,Rep,CSR,Qty of Items P/Invoice, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Int'l,Freight Comment,QUESTIONS FOR CSR
487168,43690,ALL PHASE ELECTRIC - BURBANK,ALLPBUR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,55,13.51,FEDEXG,FedEx Ground,2LA,Burbank,CA,,,
476525,43479,"LUM-TECH LIGHTING, INC.",LUMTECH,MANF,MANUFACTURER,HSNY,Edwin Ma,3,589.32,0,FEDEXG,FedEx Ground,1PW,Yorba Linda,CA,,USE FEDEX ACCT# 2815-0086-4,
477167,43489,ALL PHASE ELECTRIC - ENFIELD,ALLPSWI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,14,3894,35.06,FEDEXG,FedEx Ground,1PW,Hartford,CT,,,
476527,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.7,0,UPSG,UPS Ground,1PW,Stone Ridge,VA,,USE UPS ACCT. T3301T,
476528,43479,BULBTRONICS,BULBTR,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,METR,Verenis Cervantes,1,53.9,0,PICKUP,Pick Up,1PW,Farmingdale,NY,,,
476529,43479,DUNKIN BRANDS,DUNKCAN,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,5,120.5,42.9,FEDEXIP,FedEx International Priority,1PW,Fall River,MA,,,
478708,43517,ALL PHASE ELECTRIC - ENFIELD,ALLPSWI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,4,581,12.54,FEDEXG,FedEx Ground,1PW,Hartford,CT,,,
482562,43592,ALL PHASE ELECTRIC - ENFIELD,ALLPSWI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,1440,13.03,FEDEXG,FedEx Ground,1PW,Bloomfield,CT,,,
476533,43479,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,117.6,0,UPSG,UPS Ground,2LA,Carlsbad,CA,,SHIP VIA UPS ACCT # Y36935,
476534,43479,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,117.6,0,UPSN,UPS Next Day Air,2LA,Denver,CO,,SHIP VIA UPS ACCT # Y36935,
476535,43479,OVERSTOCK.COM,OVERSLC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,67.13,0,UPSG,UPS Ground,2LA,Marina Del Rey,CA,,SHIP VIA UPS ACCOUNT #4F4030,
476536,43479,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,30.93,0,UPSG,UPS Ground,2LA,Troy,NY,,SHIP VIA UPS ACCT # Y36935,
489892,43745,ALL PHASE ELECTRIC - ENFIELD,ALLPSWI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,62,9.49,FEDEXG,FedEx Ground,1PW,Enfield,CT,,,
485098,43644,ALL PHASE ELECTRIC-FORT WAYNE,ALLPFOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PROF,Gabriel O'Reilly,2,398.5,12.22,FEDEXG,FedEx Ground,1PW,Fort Wayne,IN,,,
476539,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,71.78,0,UPSG,UPS Ground,1PW,New York,NY,,USE UPS ACCT.# T3301T,
476540,43479,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,4,909.45,21.75,FEDEXG,FedEx Ground,1PW,Chatsworth,CA,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CHARGES   
MAYBE DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
482761,43595,"ALL SALE ELECTRIC, INC",ALLSCAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,220,45.37,FEDEXG,FedEx Ground,1PW,Chatsworth,CA,,,
492712,43804,"ALL SALE ELECTRIC, INC",ALLSCAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,8,1286.58,40.53,FEDEXG,FedEx Ground,2LA,Chatsworth,CA,,,
476543,43479,STANDARD ELECT - GRAND RAPIDS,STANGRA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MLSW,Verenis Cervantes,1,460,113.13,FEDEX2,FedEx 2Day,1PW,Grand Rapids,MI,,,
476157,43472,ALLEGHENY STORE FIXTURES INC,ALLEBRA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,LMLA,Gabriel O'Reilly,1,0,0,FEDEXG,FedEx Ground,1PW,Bradford,PA,,"DO NOT CHARGE FREIGHT                             
",
484998,43642,AMERICAN ELECTRIC SUPPLY,AMERCOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,150,12.22,FEDEXG,FedEx Ground,2LA,Gilbert,AZ,,,
476546,43479,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,115.52,0,FEDEXG,FedEx Ground,1PW,Atlanta,GA,,USE FEDEX #312721961,
486035,43665,AMERICAN ELECTRIC SUPPLY,AMERCOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,4,811.2,12.93,FEDEXG,FedEx Ground,2LA,Anaheim,CA,,,
487868,43704,AMERICAN ELECTRIC SUPPLY,AMERCOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,28.8,9.1,FEDEXG,FedEx Ground,2LA,Anaheim,CA,,,
486208,43671,AMERICAN LTG & ELECTRIC SUPPLY,AMERBIR,DIST,LIGHTING DISTRIBUTOR,HHPL,Gabriel O'Reilly,1,10.95,13.13,FEDEXG,FedEx Ground,1PW,Birmingham,AL,,,
492485,43802,AMERICAN LTG & ELECTRIC SUPPLY,AMERBIR,DIST,LIGHTING DISTRIBUTOR,HHPL,Gabriel O'Reilly,3,51.75,44.11,FEDEXG,FedEx Ground,1PW,Birmingham,AL,,,
489085,43728,AMERICAN PACIFIC LAMP&FIXTURE,AMERHON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SSLH,Maria Hernandez,3,339,10.92,FEDEXG,FedEx Ground,2LA,Inglewood,CA,,,
490757,43763,AMERICAN PACIFIC LAMP&FIXTURE,AMERHON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SSLH,Maria Hernandez,4,170.6,15.03,FEDEXG,FedEx Ground,2LA,Inglewood,CA,,,
490937,43768,AMERICAN PACIFIC LAMP&FIXTURE,AMERHON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SSLH,Maria Hernandez,1,106,15.22,FEDEXG,FedEx Ground,1PW,Inglewood,CA,,,
476394,43475,AMERICAN WHOLESALE LTG INC.,0AMERIC,DIST,LIGHTING DISTRIBUTOR,DENB,Dee Erdei,1,3.95,12.2,FEDEXG,FedEx Ground,1PW,El Paso,TX,,,
476555,43479,"STANLY FIXTURE, LLC",STANLE,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,9,1284.9,194.4,FEDEXSO,FedEx Standard Overnight,1PW,Norwood,NC,,,
479116,43524,AMERICAN WHOLESALE LTG INC.,0AMERIC,DIST,LIGHTING DISTRIBUTOR,DENB,Dee Erdei,1,96,27.85,FEDEXG,FedEx Ground,1PW,Pleasanton,CA,,,
476557,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,27.79,0,UPSG,UPS Ground,1PW,Kill Devil Hills,NC,,USE UPS ACCT#T3301T,
476561,43479,FLEETWOOD INDUSTRIES,FLEELEE,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,4,88.2,0,UPSG,UPS Ground,1PW,Leesport,PA,,UPS ACCOUNT #171013,
476562,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,8.78,0,UPSG,UPS Ground,1PW,Brooklyn,NY,,USE UPS ACCT#T3301T,
476563,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,8.89,0,UPSG,UPS Ground,1PW,Atlanta,GA,,USE UPS ACCT#T3301T,
489719,43741,AMERICA'S FINEST WOODWORKING,AMERLEX,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,3,322.05,14.22,FEDEXG,FedEx Ground,1PW,Lexington,KY,,,
476565,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,58.28,0,UPSG,UPS Ground,1PW,Flushing,NY,,USE UPS ACCT#T3301T,
476566,43479,BROKEN ARROW ELECTRIC,BROKEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,8,463,315.75,FEDEXPO,FedEx Priority Overnight,1PW,Muskogee,OK,,,
476567,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.18,0,UPSG,UPS Ground,1PW,Sterling,MA,,USE UPS ACCT#T3301T,
476568,43479,ALLIED TRADE GROUP,ALLIKIR,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,5.18,0,UPSG,UPS Ground,1PW,Tulsa,OK,,USE UPS ACCT#442E1W,
476569,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,4.39,0,UPSG,UPS Ground,1PW,New York,NY,,USE UPS ACCT#T3301T,
476570,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,8.78,0,UPSG,UPS Ground,2LA,New York,NY,,USE UPS ACCT#T3301T,
493030,43811,AMPERAGE ELECTRICAL SUPPLY,AMPEROS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,VERT,Gabriel O'Reilly,5,334.64,45.45,FEDEXG,FedEx Ground,1PW,Roselle,IL,,,
476572,43479,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,42.36,0,UPSG,UPS Ground,2LA,Los Angeles,CA,,SHIP VIA UPS ACCT # Y36935,
487061,43689,AMY REICHERT ARCH & DESIGN LLC,AMYRCHI,ARCH,ARCHITECT,DEND,Dee Erdei,3,233.9,24.66,FEDEXG,FedEx Ground,1PW,Mount Vernon,NY,,,
487139,43690,AMY REICHERT ARCH & DESIGN LLC,AMYRCHI,ARCH,ARCHITECT,DEND,Dee Erdei,4,536.45,13.13,FEDEXG,FedEx Ground,1PW,Chicago,IL,,,
488636,43720,AMY REICHERT ARCH & DESIGN LLC,AMYRCHI,ARCH,ARCHITECT,DEND,Dee Erdei,6,151.63,13.1,FEDEXG,FedEx Ground,1PW,Chicago,IL,,,
476576,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,62.96,0,UPSG,UPS Ground,2LA,Mason,MI,,USE UPS ACCT#T3301T,
476577,43479,GRAND ELECTRICAL EQUIP&SUPPLY,GHOME,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,600,83.48,UPS3,UPS 3 Day Select,2LA,New York,NY,,,
476578,43479,PACIFIC LAMP & SUPPLY COMPANY,PACISEA,DIST,LIGHTING DISTRIBUTOR,ZULI,Veronica Garcia,1,88.4,0,UPSG,UPS Ground,2LA,Seattle,WA,,USE UPS ACCT#941385,
476579,43479,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,324,0,UPSG,UPS Ground,2LA,El Monte,CA,,USE UPS ACCT#T3301T,
476580,43479,STAR EXHIBITS & ENVIRONMENTS,STARBPA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,16.15,75.32,FEDEXPO,FedEx Priority Overnight,2LA,Minneapolis,MN,,,
476581,43479,BROKEN ARROW ELECTRIC,BROKEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,43,74.98,FEDEXPO,FedEx Priority Overnight,2LA,Muskogee,OK,,,
476582,43479,WISCONSIN BUILT,WISCONB,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,2,198.9,0,UPSG,UPS Ground,2LA,Deerfield,WI,,UPS ACCT # 54789E,
488991,43727,AMY REICHERT ARCH & DESIGN LLC,AMYRCHI,ARCH,ARCHITECT,DEND,Dee Erdei,1,4.25,11.07,FEDEXG,FedEx Ground,1PW,Chicago,IL,,,
489056,43728,AMY REICHERT ARCH & DESIGN LLC,AMYRCHI,ARCH,ARCHITECT,DEND,Dee Erdei,1,0,0,FEDEXG,FedEx Ground,1PW,Mount Vernon,NY,,"DO NOT CHARGE FREIGHT                             
",
476585,43480,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,0,0,DELIVERY,Delivery,1PW,New York,NY,,,
476586,43480,FLUSHING LTG & SUPPLY,FLUSH,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,5,211.4,0,DELIVERY,Delivery,1PW,Flushing,NY,,,
476587,43480,"NEW BULBS WORLD, INC.",BULBSWI,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,AYIN,Edwin Ma,4,342.5,0,DELIVERY,Delivery,1PW,New York,NY,,,
476588,43480,EIGHTH AVENUE LIGHTING,EIGHTH,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,7,642,0,DELIVERY,Delivery,1PW,New York,NY,,,
476589,43480,CANAL BULBS INC.,CANANEW,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,4,116.92,0,DELIVERY,Delivery,1PW,New York,NY,,,
476590,43480,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,4,1230.75,0,DELIVERY,Delivery,1PW,New York,NY,,,
476591,43480,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,5,85.33,0,DELIVERY,Delivery,1PW,New York,NY,,,
476592,43480,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,377.56,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
476593,43480,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,21.03,0,UPSG,UPS Ground,1PW,Boston,MA,,SHIP VIA UPS ACCT # Y36935,
491370,43776,ANIXTER POWER - CHARLOTTE,HDSCHAR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,EGIA,Gabriel O'Reilly,9,7940,107.54,FEDEXG,FedEx Ground,1PW,Lancaster,SC,,,
488916,43726,ANIXTER POWER - COTTONWOOD,ANIXCOT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,1,940.42,25.31,FEDEXG,FedEx Ground,1PW,Prescott Valley,AZ,,,
476598,43480,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,111.49,0,UPSG,UPS Ground,1PW,Tampa,FL,,USE UPS ACCT#T3301T,
476599,43480,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,19.96,0,UPSG,UPS Ground,1PW,Franklinton,NC,,SHIP VIA UPS ACCT # Y36935,
476601,43480,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,88.92,0,UPSG,UPS Ground,1PW,New York,NY,,USE UPS ACCT#T3301T,
476602,43480,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,118.71,0,UPSG,UPS Ground,1PW,Kill Devil Hills,NC,,,
489093,43728,ANIXTER POWER - COTTONWOOD,ANIXCOT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,2,7.93,9.56,FEDEXG,FedEx Ground,2LA,Prescott Valley,AZ,,,
476755,43482,ANIXTER POWER - FLAGSTAFF,ANIXFLA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,INVL,Maria Hernandez,1,1643.4,141.99,FEDEXG,FedEx Ground,1PW,Flagstaff,AZ,,,
476605,43480,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,53.1,0,UPSG,UPS Ground,1PW,New York,NY,,USE UPS ACCT#T3301T,
483986,43622,ANIXTER POWER - FLAGSTAFF,ANIXFLA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,5,587.15,12.25,FEDEXG,FedEx Ground,2LA,Flagstaff,AZ,,,
483847,43620,ANIXTER POWER - HOUSTON,HDSUPPO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,5,281.1,38.06,FEDEXG,FedEx Ground,2LA,Jersey Village,TX,,,
477923,43503,ANIXTER POWER - MEDLEY,ANIXMED,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,INAL,Verenis Cervantes,2,158.95,24.68,FEDEXG,FedEx Ground,1PW,Medley,FL,,,
477823,43501,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,INVL,Maria Hernandez,4,780.4,13.42,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,,,
476610,43480,WALTERS WHOLESALE,WALTER,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,10,0,PICKUP,Pick Up,2LA,Brea,CA,,,
476611,43480,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,99.9,0,UPSG,UPS Ground,2LA,Burbank,CA,,USE UPS ACCT#T3301T,
478815,43518,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,INVL,Maria Hernandez,4,968.5,13.42,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,,,
476617,43480,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,87.65,0,UPSG,UPS Ground,1PW,Newark,NJ,,SHIP VIA UPS ACCT # Y36935,
482714,43594,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,6,1719.65,40.3,FEDEXG,FedEx Ground,2LA,Flagstaff,AZ,,,
483347,43608,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,5,1545.2,14.25,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,,,
476620,43480,CHANDLER EXHIBITS INC.,CHANAFT,DISM,DISPLAY RETAILER/PRODUCER - METAL,DEND,Dee Erdei,2,754.2,0,UPSG,UPS Ground,1PW,Afton,MN,,UPS ACCT # 253Y2V,
476621,43480,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,31.95,0,FEDEXG,FedEx Ground,1PW,South Portland,ME,,SHIP WITH FEDEX  658318918,
485502,43655,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,18,5663.7,62.62,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,,,
486107,43668,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,6,4515.4,173.3,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,,,
487763,43703,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,4,510.8,16.2,FEDEXG,FedEx Ground,1PW,Gilbert,AZ,,,
476625,43480,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,115.52,0,FEDEXG,FedEx Ground,1PW,New York,NY,,USE FEDEX #312721961,
476626,43480,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,126.5,0,UPSG,UPS Ground,1PW,Sebastian,FL,,SHIP VIA UPS ACCT # Y36935,
476627,43480,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,87.8,0,FEDEXG,FedEx Ground,1PW,Breezy Point,NY,,SHIP FEDEX Account #312721961,
476628,43480,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,8.1,0,UPSG,UPS Ground,1PW,Marietta,GA,,USE UPS ACCT#T3301T,
476629,43480,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,7.11,0,UPSG,UPS Ground,1PW,Belmar,NJ,,USE UPS ACCT#T3301T,
491314,43775,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,1,12.9,12.48,FEDEXG,FedEx Ground,2LA,Cottonwood,AZ,,,
492645,43803,ANIXTER POWER - PHOENIX,HDSUPHE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,1,7.9,12.48,FEDEXG,FedEx Ground,2LA,Cottonwood,AZ,,,
476632,43480,STAR EXHIBITS & ENVIRONMENTS,STARBPA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,32.3,70.5,FEDEXPO,FedEx Priority Overnight,1PW,Minneapolis,MN,,,
476634,43480,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,6.5,0,FEDEXG,FedEx Ground,1PW,New York,NY,,SHIP FEDEX Account #312721961,
476635,43480,WISCONSIN BUILT,WISCONB,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,3,1718.04,0,UPSG,UPS Ground,1PW,Deerfield,WI,,UPS ACCT # 54789E,
480389,43549,ANIXTER POWER - RALEIGH,ANIXRAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,QUAL,Gabriel O'Reilly,4,1891.75,123.78,FEDEXG,FedEx Ground,1PW,Raleigh,NC,,,
486215,43671,ANZALONE ELECTRIC INC.,ANZALOC,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,HOWL,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,Lockport,NY,,"DO NOT CHARGE FREIGHT                             
",
490566,43760,"APEX ELECTRIC SUPPLY CO, INC.",APEXAKR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LICO,Gabriel O'Reilly,1,220,11.45,FEDEXG,FedEx Ground,1PW,Akron,OH,,,
476639,43480,ELECTRICAL ENGINEERING & EQUIP,ELECWIN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LGSO,Veronica Garcia,70,18150.5,244.98,FEDEXG,FedEx Ground,1PW,Iowa City,IA,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CHARGES   
MAYBE DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
492605,43803,"APEX ELECTRIC SUPPLY CO, INC.",APEXAKR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LICO,Gabriel O'Reilly,2,489.5,13.48,FEDEXG,FedEx Ground,1PW,Ravenna,OH,,,
492853,43808,"APEX ELECTRIC SUPPLY CO, INC.",APEXAKR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LICO,Gabriel O'Reilly,1,12.75,10.66,FEDEXG,FedEx Ground,2LA,Ravenna,OH,,,
478010,43504,ARCADIAN LIGHTING,ARCACHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,305.76,64.22,FEDEXG,FedEx Ground,1PW,Blaine,WA,,,
485850,43662,ARCADIAN LIGHTING,ARCACHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,38,12.03,FEDEXG,FedEx Ground,2LA,Minneapolis,MN,,,
478036,43504,ARDD &  WINTER - FLORIDA,ARDD,REP,CURRENT REP,REP,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,Jacksonville,FL,,"DO NOT CHARGE FREIGHT                             
",
484889,43641,ARDD &  WINTER - FLORIDA,ARDD,REP,CURRENT REP,ARDD,Verenis Cervantes,8,0,0,FEDEXG,FedEx Ground,1PW,Harwood,MD,,"DO NOT CHARGE FREIGHT                             
",
476646,43480,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,278.78,0,FEDEXG,FedEx Ground,2LA,Florence,NJ,,FEDEX ACCT# 471163562,
